role_title,canonical_title,seniority,domain,aliases
Software Developer,Software Engineer,Mid-level,Software Engineering,Software Developer
Full Stack Developer,Full Stack Developer,Mid-level,Full Stack,Full Stack Developer
Frontend Developer,Frontend Developer,Mid-level,Frontend,Frontend Developer
Backend Developer,Backend Developer,Mid-level,Backend,Backend Developer
React Developer,React Developer,Mid-level,Frontend,React Developer
Angular Developer,Angular Developer,Mid-level,Frontend,Angular Developer
Vue.js Developer,Vue.js Developer,Mid-level,Frontend,Vue.js Developer
Java Developer,Java Developer,Mid-level,Backend,Java Developer
Python Developer,Python Developer,Mid-level,Backend,Python Developer
.NET Developer,.NET Developer,Mid-level,Backend,.NET Developer
Node.js Developer,Node.js Developer,Mid-level,Backend,Node.js Developer
Go Developer,Go Developer,Mid-level,Backend,Go Developer
Rust Developer,Rust Developer,Mid-level,Backend,Rust Developer
Scala Developer,Scala Developer,Mid-level,Backend,Scala Developer
Data Engineer,Data Engineer,Mid-level,Data Engineering,Data Engineer
Big Data Engineer,Data Engineer,Mid-level,Data Engineering,Big Data Engineer
ETL Developer,ETL Developer,Mid-level,Data Engineering,ETL Developer
Data Architect,Data Architect,Mid-level,Data Engineering,Data Architect
Data Scientist,Data Scientist,Mid-level,Data Science,Data Scientist
ML Engineer,Machine Learning Engineer,Mid-level,Machine Learning,ML Engineer
AI Engineer,AI Engineer,Mid-level,Machine Learning,AI Engineer
NLP Engineer,NLP Engineer,Mid-level,Machine Learning,NLP Engineer
Computer Vision Engineer,Computer Vision Engineer,Mid-level,Machine Learning,Computer Vision Engineer
LLM Engineer,LLM Engineer,Mid-level,Machine Learning,LLM Engineer
MLOps Engineer,MLOps Engineer,Mid-level,Machine Learning,MLOps Engineer
DevOps Engineer,DevOps Engineer,Mid-level,DevOps,DevOps Engineer
Site Reliability Engineer,Site Reliability Engineer,Mid-level,DevOps,Site Reliability Engineer
Platform Engineer,Platform Engineer,Mid-level,DevOps,Platform Engineer
Cloud Engineer,Cloud Engineer,Mid-level,Cloud Engineering,Cloud Engineer
AWS Engineer,Cloud Engineer,Mid-level,Cloud Engineering,AWS Engineer
Azure Engineer,Cloud Engineer,Mid-level,Cloud Engineering,Azure Engineer
GCP Engineer,Cloud Engineer,Mid-level,Cloud Engineering,GCP Engineer
Solutions Architect,Solutions Architect,Mid-level,Solution Architecture,Solutions Architect
Cloud Architect,Cloud Architect,Mid-level,Cloud Engineering,Cloud Architect
Data Platform Engineer,Data Platform Engineer,Mid-level,Data Engineering,Data Platform Engineer
QA Engineer,QA Engineer,Mid-level,QA/Testing,QA Engineer
SDET,SDET,Mid-level,QA/Testing,SDET
Test Automation Engineer,Test Automation Engineer,Mid-level,QA/Testing,Test Automation Engineer
Security Engineer,Security Engineer,Mid-level,Security,Security Engineer
Cybersecurity Analyst,Cybersecurity Analyst,Mid-level,Security,Cybersecurity Analyst
Penetration Tester,Penetration Tester,Mid-level,Security,Penetration Tester
Android Developer,Android Developer,Mid-level,Mobile,Android Developer
iOS Developer,iOS Developer,Mid-level,Mobile,iOS Developer
React Native Developer,React Native Developer,Mid-level,Mobile,React Native Developer
Flutter Developer,Flutter Developer,Mid-level,Mobile,Flutter Developer
Database Administrator,Database Administrator,Mid-level,Database,Database Administrator
SQL Developer,SQL Developer,Mid-level,Database,SQL Developer
Salesforce Developer,Salesforce Developer,Mid-level,Salesforce,Salesforce Developer
Salesforce Admin,Salesforce Administrator,Mid-level,Salesforce,Salesforce Admin
SAP Consultant,SAP Consultant,Mid-level,SAP,SAP Consultant
SAP ABAP Developer,SAP ABAP Developer,Mid-level,SAP,SAP ABAP Developer
Business Analyst,Business Analyst,Mid-level,Business Analysis,Business Analyst
Product Manager,Product Manager,Mid-level,Product Management,Product Manager
Project Manager,Project Manager,Mid-level,Project Management,Project Manager
Scrum Master,Scrum Master,Mid-level,Project Management,Scrum Master
Technical Lead,Technical Lead,Mid-level,Software Engineering,Technical Lead
Engineering Manager,Engineering Manager,Mid-level,Software Engineering,Engineering Manager
VP of Engineering,VP of Engineering,Mid-level,Software Engineering,VP of Engineering
CTO,Chief Technology Officer,Mid-level,Software Engineering,CTO
BI Developer,BI Developer,Mid-level,Business Intelligence,BI Developer
Tableau Developer,Tableau Developer,Mid-level,Business Intelligence,Tableau Developer
Power BI Developer,Power BI Developer,Mid-level,Business Intelligence,Power BI Developer
Data Analyst,Data Analyst,Mid-level,Data Science,Data Analyst
Blockchain Developer,Blockchain Developer,Mid-level,Blockchain,Blockchain Developer
Smart Contract Developer,Smart Contract Developer,Mid-level,Blockchain,Smart Contract Developer
IoT Engineer,IoT Engineer,Mid-level,IoT,IoT Engineer
Embedded Systems Engineer,Embedded Systems Engineer,Mid-level,Embedded,Embedded Systems Engineer
Network Engineer,Network Engineer,Mid-level,Networking,Network Engineer
Systems Administrator,Systems Administrator,Mid-level,DevOps,Systems Administrator
Infrastructure Engineer,Infrastructure Engineer,Mid-level,DevOps,Infrastructure Engineer
Kafka Engineer,Kafka Engineer,Mid-level,Data Engineering,Kafka Engineer
Spark Engineer,Spark Engineer,Mid-level,Data Engineering,Spark Engineer
Flink Engineer,Flink Engineer,Mid-level,Data Engineering,Flink Engineer
Snowflake Developer,Snowflake Developer,Mid-level,Data Engineering,Snowflake Developer
Databricks Engineer,Databricks Engineer,Mid-level,Data Engineering,Databricks Engineer
dbt Developer,dbt Developer,Mid-level,Data Engineering,dbt Developer
HR Technology Specialist,HR Technology Specialist,Mid-level,HR Technology,HR Technology Specialist
HRIS Analyst,HRIS Analyst,Mid-level,HR Technology,HRIS Analyst
ERP Consultant,ERP Consultant,Mid-level,ERP,ERP Consultant
Oracle Consultant,Oracle Consultant,Mid-level,ERP,Oracle Consultant
Dynamics 365 Developer,Dynamics 365 Developer,Mid-level,ERP,Dynamics 365 Developer
ServiceNow Developer,ServiceNow Developer,Mid-level,DevOps,ServiceNow Developer
Workday Consultant,Workday Consultant,Mid-level,HR Technology,Workday Consultant
RPA Developer,RPA Developer,Mid-level,Business Analysis,RPA Developer
Automation Architect,Automation Architect,Mid-level,DevOps,Automation Architect
Generative AI Engineer,Generative AI Engineer,Mid-level,Machine Learning,Generative AI Engineer
Prompt Engineer,Prompt Engineer,Mid-level,Machine Learning,Prompt Engineer
RAG Engineer,RAG Engineer,Mid-level,Machine Learning,RAG Engineer
Game Developer,Game Developer,Mid-level,Game Development,Game Developer
Unity Developer,Unity Developer,Mid-level,Game Development,Unity Developer
Unreal Engine Developer,Unreal Engine Developer,Mid-level,Game Development,Unreal Engine Developer
Hardware Engineer,Hardware Engineer,Mid-level,Hardware Engineering,Hardware Engineer
ASIC Design Engineer,Hardware Engineer,Mid-level,Hardware Engineering,ASIC Design Engineer
FPGA Engineer,Hardware Engineer,Mid-level,Hardware Engineering,FPGA Engineer
Robotics Engineer,Robotics Engineer,Mid-level,Robotics,Robotics Engineer
Electronics Engineer,Electronics Engineer,Mid-level,Hardware Engineering,Electronics Engineer
Firmware Developer,Firmware Engineer,Mid-level,Embedded,Firmware Developer
SOC Analyst,Security Analyst,Mid-level,Security,SOC Analyst
Digital Forensic Investigator,Security Researcher,Mid-level,Security,Digital Forensic Investigator
Incident Responder,Security Analyst,Mid-level,Security,Incident Responder
Network Architect,Network Architect,Mid-level,Networking,Network Architect
Wireless Engineer,Network Engineer,Mid-level,Telecommunications,Wireless Engineer
IT Support Specialist,IT Support Specialist,Mid-level,IT Support,IT Support Specialist
Help Desk Technician,IT Support Specialist,Mid-level,IT Support,Help Desk Technician
Desktop Support Engineer,IT Support Specialist,Mid-level,IT Support,Desktop Support Engineer
System Architect,System Architect,Mid-level,System Design,System Architect
Accountant,Accountant,Mid-level,Finance & Accounting,Accountant
Financial Analyst,Financial Analyst,Mid-level,Finance & Accounting,Financial Analyst
Auditor,Auditor,Mid-level,Finance & Accounting,Auditor
Tax Consultant,Tax Consultant,Mid-level,Finance & Accounting,Tax Consultant
Finance Manager,Finance Manager,Mid-level,Finance & Accounting,Finance Manager
Controller,Controller,Mid-level,Finance & Accounting,Controller
Bookkeeper,Bookkeeper,Mid-level,Finance & Accounting,Bookkeeper
HR Manager,HR Manager,Mid-level,Human Resources,HR Manager
Recruiter,Recruiter,Mid-level,Human Resources,Recruiter
Talent Acquisition Specialist,Recruiter,Mid-level,Human Resources,Talent Acquisition Specialist
HR Generalist,HR Generalist,Mid-level,Human Resources,HR Generalist
HR Coordinator,HR Coordinator,Mid-level,Human Resources,HR Coordinator
Benefits Specialist,HR Specialist,Mid-level,Human Resources,Benefits Specialist
Marketing Manager,Marketing Manager,Mid-level,Sales & Marketing,Marketing Manager
Digital Marketing Specialist,Marketing Specialist,Mid-level,Digital Marketing,Digital Marketing Specialist
SEO Specialist,Marketing Specialist,Mid-level,Digital Marketing,SEO Specialist
Content Strategist,Content Strategist,Mid-level,Sales & Marketing,Content Strategist
Social Media Manager,Social Media Manager,Mid-level,Sales & Marketing,Social Media Manager
Copywriter,Copywriter,Mid-level,Sales & Marketing,Copywriter
Brand Manager,Brand Manager,Mid-level,Sales & Marketing,Brand Manager
Sales Representative,Sales Representative,Mid-level,Sales & Marketing,Sales Representative
Account Executive,Account Executive,Mid-level,Sales & Marketing,Account Executive
Business Development Manager,Sales Manager,Mid-level,Sales & Marketing,Business Development Manager
Sales Manager,Sales Manager,Mid-level,Sales & Marketing,Sales Manager
Customer Success Manager,Customer Success Manager,Mid-level,Sales & Marketing,Customer Success Manager
Operations Manager,Operations Manager,Mid-level,Operations & Supply Chain,Operations Manager
Logistics Coordinator,Logistics Coordinator,Mid-level,Operations & Supply Chain,Logistics Coordinator
Supply Chain Analyst,Supply Chain Analyst,Mid-level,Operations & Supply Chain,Supply Chain Analyst
Procurement Specialist,Procurement Specialist,Mid-level,Operations & Supply Chain,Procurement Specialist
Administrative Assistant,Administrative Assistant,Mid-level,Administrative & Office Support,Administrative Assistant
Office Manager,Office Manager,Mid-level,Administrative & Office Support,Office Manager
Executive Assistant,Executive Assistant,Mid-level,Administrative & Office Support,Executive Assistant
Receptionist,Receptionist,Mid-level,Administrative & Office Support,Receptionist
Facilities Manager,Facilities Manager,Mid-level,Administrative & Office Support,Facilities Manager
Paralegal,Paralegal,Mid-level,Legal,Paralegal
Legal Counsel,Legal Counsel,Mid-level,Legal,Legal Counsel
Legal Assistant,Legal Assistant,Mid-level,Legal,Legal Assistant
Contract Administrator,Contract Administrator,Mid-level,Legal,Contract Administrator
Compliance Officer,Compliance Officer,Mid-level,Legal,Compliance Officer
Healthcare Administrator,Healthcare Administrator,Mid-level,Healthcare Administration,Healthcare Administrator
Medical Records Coordinator,Medical Records Coordinator,Mid-level,Healthcare Administration,Medical Records Coordinator
